ID,Line,CMP,Freq,AmpKurt,AmpSlp,CIP,CndWtFreq,CompAbs,DomPowS,IDomFreq,InfoEntr,MaxPkAmp,RelQ,RespBand,SValue
312,1246,1372,29.3352,20952.2,-0.0153559,0.12808,28.6199,18629.2,22,42.8306,293.828,12114.5,3.67715,11.1238,37.25
313,1246,922,31.8923,18428.7,-0.0170297,0.193866,29.1801,20143.8,30,30.4557,211.264,13971,1.6015,10.3807,19
314,1246,923,31.3591,19733.1,-0.0175888,0.192438,28.9583,20592.3,31,31.1454,219.921,14099.7,1.66524,10.0759,19
315,1246,924,30.5645,22255.6,-0.0175829,0.201535,28.4855,22191.5,25,31.1222,223.284,15061.9,1.85001,9.99738,19
316,1259,1341,25.3574,17982.3,-0.0212356,0.117569,28.1455,14171.6,25,25.1306,304.318,8516.21,4.54609,4.09709,21.25
317,1259,1342,25.4267,19108.1,-0.0202092,0.138048,27.6166,14677.7,24,25.3086,292.018,8954.67,3.5801,5.5076,21.25
318,1259,1343,24.8614,20118.7,-0.0193768,0.141329,27.5279,15031.2,24,25.3011,292.833,9173.41,3.32267,5.61574,21.25
319,1260,1341,24.8539,14229.7,-0.019229,0.129395,27.6077,12143.4,25,24.7849,297.508,7140.68,4.47551,4.09951,21.25
320,1260,1342,25.0141,15724.7,-0.0204562,0.125608,28.0491,12197.1,25,25.1701,292.148,7458.3,3.83241,5.18668,21.25
321,1260,1343,27.4774,17772.7,-0.0198603,0.104591,29.0166,13546.1,25,25.4063,295.071,8288.15,3.61288,5.3609,21.25
322,1261,1341,24.9366,12009.1,-0.0153616,0.159342,27.9025,11852.6,25,24.6815,292.507,6652.57,4.52576,4.30849,21.25
323,1261,1342,24.9824,11503.2,-0.0151959,0.151188,27.9107,11210.6,25,25.1688,280.288,6613.2,3.71856,5.61398,21.25
324,1261,1343,31.6923,14333.2,-0.019708,0.10501,30.3445,12125.9,25,25.4392,275.494,7257.07,3.19383,6.07898,21.25
325,1290,976,25.2787,13363.9,-0.0143338,0.084057,24.4755,15749.7,20,26.6512,207.302,10962.6,1.76191,8.32299,18
326,1290,977,26.5305,12145.2,-0.0130938,0.065892,24.7274,15590.6,20,26.0538,184.039,10469.6,2.1683,6.92798,18
327,1290,978,27.9413,14670.3,-0.0136145,0.0869783,24.7656,17749.7,19,26.3138,208.539,11715.3,2.11323,7.71263,18
328,1290,1016,22.7816,6152.19,-0.00855682,0.131554,19.525,9400.96,25,28.5909,207.989,6733.52,3.26261,5.82971,19.375
329,1290,1017,22.7472,6070.28,-0.00821717,0.165757,20.2748,9937.61,24,28.7734,219.87,6693.25,4.58615,5.40422,19.375
330,1290,1018,21.6196,6721.87,-0.00904207,0.138011,19.7043,10008,17,29.2957,211.968,7087.61,4.03329,5.96736,19.375
331,1291,976,24.4785,13679.1,-0.0128931,0.0538254,23.7314,16871.8,21,25.7263,215.263,11481.3,2.33903,6.0546,18
332,1291,977,26.0543,12897.4,-0.0123959,0.0760785,24.2368,16441.9,29,26.2135,206.108,10604.9,2.70682,6.02855,18
333,1291,978,27.3678,14908.4,-0.0123758,0.0867698,24.8031,18368.9,30,26.7001,211.846,11777.1,2.46593,6.02759,18
334,1291,1016,23.072,5931.32,-0.00778145,0.121045,19.2618,8914.9,25,28.3146,213.225,6426.91,2.57084,6.5905,19.375
335,1291,1017,21.6032,5760.38,-0.00777302,0.159729,19.6223,9305.72,24,28.3965,210.308,6508.25,3.40229,5.91267,19.375
336,1291,1018,21.6398,6055.33,-0.00820749,0.175596,19.8253,9588.62,23,28.773,207.688,6708.71,4.31698,5.62627,19.375
337,1292,976,25.3,14951.5,-0.0125064,0.0711415,23.4209,17364.2,28,26.4033,219.108,11912.9,2.28794,5.79062,18
338,1292,977,25.2249,14411,-0.0124195,0.0538731,24.1948,16987.4,20,25.9954,216.804,11122.6,2.42818,5.62408,18
339,1292,978,28.2383,15346.8,-0.0123895,0.0913465,25.3436,18382.7,21,26.7196,215.376,11516.4,2.51857,5.80436,18
340,1292,1016,21.76,5954.61,-0.00865636,0.0967124,18.7538,8619.96,26,28.967,206.761,6591.22,2.3175,7.40085,19.375
341,1292,1017,19.1917,6054.38,-0.00879071,0.111929,18.4707,8841.89,16,28.5405,209.019,6713.62,2.26738,7.58743,19.375
342,1292,1018,19.9907,6525.2,-0.00854365,0.151077,18.9783,9438.35,17,28.6349,201.771,6922.3,2.79625,6.71532,19.375
343,1302,948,33.618,19267.5,-0.0164563,-0.222735,28.7117,19500,20,29.1584,201.305,14463.2,2.1107,11.6991,27.125
344,1302,949,34.2931,16827.2,-0.0164441,-0.242739,29.1581,17883.1,20,29.7571,198.238,13406.7,2.18431,12.2836,27.125
345,1302,950,35.8856,16864.5,-0.0176258,-0.30813,30.0046,18443.2,20,29.6637,180.413,14010.1,1.82207,13.5617,27.125
346,1303,948,32.6011,17844.6,-0.0158267,-0.192935,28.1853,18486,20,29.7289,196.879,13924.2,2.63155,11.4989,27.125
347,1303,949,34.242,16240.6,-0.0155862,-0.218772,28.9196,17753.8,20,30.565,204.266,13441.6,1.84232,12.9547,27.125
348,1303,950,34.3276,15640.6,-0.0157978,-0.264312,29.0779,17911.9,19,26.7949,190.992,13659.3,2.53203,10.3971,27.125
349,1304,948,37.5282,14194.1,-0.0159847,-0.21027,31.1869,16997.7,20,32.821,197.306,12808.9,1.35228,14.7287,27.125
350,1304,949,34.8411,14675.4,-0.0145744,-0.275232,28.4584,16348.8,19,31.1364,208.28,12567.4,1.6266,13.5355,27.125
351,1304,950,36.5126,14497.6,-0.0147129,-0.295558,29.0002,16926.9,21,27.0476,207.9,12954.9,1.79571,10.5736,27.125
352,1312,1459,33.7565,10339.5,-0.0126953,0.0626462,31.1213,12995.2,36,33.2784,245.311,7637.23,3.03107,7.79285,47.375
353,1312,1460,32.9953,11383.3,-0.0124154,0.125938,30.7141,13915.3,34,32.6967,243.863,8030.92,3.31765,9.67971,47.375
354,1312,1461,32.708,11098.8,-0.0119301,0.0255028,30.4126,13782.4,34,35.8843,262.413,7964.84,3.72774,8.57016,47.375
355,1313,1459,32.7901,10751.1,-0.0124832,0.0852224,30.6082,13419.2,35,33.0753,253.725,8129.24,2.58554,7.90068,47.375
356,1313,1460,32.1793,11918.8,-0.0129905,0.144135,29.9655,14202.9,35,31.3748,256.819,8477.55,2.89665,8.53404,47.375
357,1313,1461,31.9044,11411.6,-0.0122552,0.0776577,29.569,13683.5,35,34.4983,248.167,8129.31,3.11019,8.57083,47.375
358,1314,1459,31.4818,10718.3,-0.0122574,0.0702736,29.4809,13400,33,34.683,254.902,8412.62,2.49734,8.43087,47.375
359,1314,1460,30.6416,11903.7,-0.0134002,0.108358,29.1574,13805.6,24,32.8403,249.887,8555.13,2.48425,8.75311,47.375
360,1314,1461,30.2245,11699.8,-0.0126493,0.10042,28.843,13532.8,24,34.0772,257.119,8422.42,2.6648,8.69097,47.375
361,1318,1311,40.3277,7984.91,-0.000411751,0.108067,36.9344,7898.2,41,44.2125,309.456,4786.48,4.744,6.27803,18.5
362,1318,1312,40.3513,6958.06,-0.00178332,0.0806897,36.181,7259.54,41,44.1709,298.022,4571.65,3.56125,7.89488,18.5
363,1318,1313,40.4576,6143.55,-0.00180216,0.0579358,39.2111,7377.77,41,43.5624,291.87,4366.06,3.9697,6.5888,18.5
364,1319,1311,40.2936,9320.92,3.32E-05,0.114739,35.9467,8217.44,41,44.5258,311.299,4880.46,5.23534,6.06892,18.5
365,1319,1312,40.3515,7980.84,-0.0011706,0.103556,37.0351,7671.25,41,44.3497,306.57,4343.78,4.50867,6.59041,18.5
366,1319,1313,40.4532,6503.54,-0.00216874,0.0625696,39.3759,7521.79,41,43.6177,300.726,4258.66,4.244,6.12924,18.5
367,1320,1311,40.3028,8827.59,0.000974623,0.123385,37.3924,8119.73,41,44.2582,310.061,4717.37,6.31982,4.36727,18.5
368,1320,1312,40.3422,8901.74,0.000137808,0.111745,37.0979,8057.76,41,43.9988,311.075,4518.62,5.76873,4.8038,18.5
369,1320,1313,40.0757,7069.24,-0.00241895,0.0759416,37.7409,7739.32,41,42.7706,306.258,4156.7,5.64448,4.67585,18.5
370,1321,863,26.0105,7834.1,-0.00924844,0.125302,27.4404,12140.8,25,28.5531,184.396,8477.39,2.85584,6.57178,48.875
371,1321,864,28.8706,8497.39,-0.0101513,0.1376,27.9478,12709.3,29,28.6197,188.088,8952.27,2.23788,8.00348,48.875
372,1321,865,28.9481,8637.16,-0.0101221,0.131011,28.4142,12736.4,26,28.0936,194.387,8790.36,2.84616,7.01671,48.875
373,1322,863,25.9254,6838.54,-0.00948071,0.122397,28.0409,11536.5,25,28.3687,188.104,7875.01,2.34605,6.69636,48.875
374,1322,864,27.028,8240.55,-0.0107044,0.128501,27.3536,12176.4,24,28.3646,167.913,8449.56,2.14954,7.66537,48.875
